Question,Marks,Difficulty,Subject,Topic
Discuss advantages and limitations of Switching,10,Hard,CN,Switching
List the applications of Wireless Networks,2,Easy,CN,Wireless Networks
Describe the working of Wireless Networks,10,Hard,CN,Wireless Networks
Define Congestion Control,2,Easy,CN,Congestion Control
Explain challenges in Congestion Control,10,Hard,CN,Congestion Control
Name the advantages of FTP,2,Easy,CN,FTP
Describe the working of FTP,10,Hard,CN,FTP
Define Network Layer,2,Easy,CN,Network Layer
Analyze real-world applications of Network Layer,10,Hard,CN,Network Layer
Name the advantages of DNS,2,Easy,CN,DNS
Discuss the architecture of DNS,10,Hard,CN,DNS
List the applications of Firewalls,2,Easy,CN,Firewalls
Analyze the importance of Firewalls,10,Hard,CN,Firewalls
Define OSI Model,2,Easy,CN,OSI Model
Describe the working of OSI Model,10,Hard,CN,OSI Model
State the features of Error Detection,2,Easy,CN,Error Detection
Compare different approaches in Error Detection,10,Hard,CN,Error Detection
List the applications of SMTP,2,Easy,CN,SMTP
Analyze real-world applications of SMTP,10,Hard,CN,SMTP
What is OSI Model,2,Easy,CN,OSI Model
Analyze real-world applications of OSI Model,10,Hard,CN,OSI Model
Name the advantages of SMTP,2,Easy,CN,SMTP
Describe the working of SMTP,10,Hard,CN,SMTP
List the applications of HTTP,2,Easy,CN,HTTP
Explain HTTP in detail,10,Hard,CN,HTTP
List the applications of Subnetting,2,Easy,CN,Subnetting
Describe the working of Subnetting,10,Hard,CN,Subnetting
What is Application Layer,2,Easy,CN,Application Layer
Discuss the architecture of Application Layer,10,Hard,CN,Application Layer
State the features of TCP/IP,2,Easy,CN,TCP/IP
Explain challenges in TCP/IP,10,Hard,CN,TCP/IP
Define TCP/IP,2,Easy,CN,TCP/IP
Explain challenges in TCP/IP,10,Hard,CN,TCP/IP
Name the advantages of Firewalls,2,Easy,CN,Firewalls
Explain challenges in Firewalls,10,Hard,CN,Firewalls
What is Congestion Control,2,Easy,CN,Congestion Control
Discuss the architecture of Congestion Control,10,Hard,CN,Congestion Control
Name the advantages of Congestion Control,2,Easy,CN,Congestion Control
Describe the working of Congestion Control,10,Hard,CN,Congestion Control
Name the advantages of Cryptography,2,Easy,CN,Cryptography
Compare different approaches in Cryptography,10,Hard,CN,Cryptography
Name the advantages of IP Addressing,2,Easy,CN,IP Addressing
Discuss advantages and limitations of IP Addressing,10,Hard,CN,IP Addressing
Name the advantages of SMTP,2,Easy,CN,SMTP
Analyze the importance of SMTP,10,Hard,CN,SMTP
What is Cryptography,2,Easy,CN,Cryptography
Analyze the importance of Cryptography,10,Hard,CN,Cryptography
Name the advantages of Network Security,2,Easy,CN,Network Security
Describe the working of Network Security,10,Hard,CN,Network Security
State the features of Wireless Networks,2,Easy,CN,Wireless Networks
Compare different approaches in Wireless Networks,10,Hard,CN,Wireless Networks
Define Transport Layer,2,Easy,CN,Transport Layer
Discuss advantages and limitations of Transport Layer,10,Hard,CN,Transport Layer
Name the advantages of Operating System,2,Easy,OS,Operating System
Compare different approaches in Operating System,10,Hard,OS,Operating System
What is Kernel,2,Easy,OS,Kernel
Explain challenges in Kernel,10,Hard,OS,Kernel
State the features of Multitasking,2,Easy,OS,Multitasking
Explain challenges in Multitasking,10,Hard,OS,Multitasking
What is Resource Allocation,2,Easy,OS,Resource Allocation
Justify the need for Resource Allocation,10,Hard,OS,Resource Allocation
Define Multitasking,2,Easy,OS,Multitasking
Discuss the architecture of Multitasking,10,Hard,OS,Multitasking
Name the advantages of Kernel,2,Easy,OS,Kernel
Discuss the architecture of Kernel,10,Hard,OS,Kernel
Define Semaphores,2,Easy,OS,Semaphores
Justify the need for Semaphores,10,Hard,OS,Semaphores
List the applications of Semaphores,2,Easy,OS,Semaphores
Explain challenges in Semaphores,10,Hard,OS,Semaphores
List the applications of Kernel,2,Easy,OS,Kernel
Explain Kernel in detail,10,Hard,OS,Kernel
Define CPU Scheduling,2,Easy,OS,CPU Scheduling
Evaluate the performance of CPU Scheduling,10,Hard,OS,CPU Scheduling
Name the advantages of Operating System,2,Easy,OS,Operating System
Describe the working of Operating System,10,Hard,OS,Operating System
What is Synchronization,2,Easy,OS,Synchronization
Explain Synchronization in detail,10,Hard,OS,Synchronization
State the features of System Calls,2,Easy,OS,System Calls
Discuss the architecture of System Calls,10,Hard,OS,System Calls
Name the advantages of Thread Management,2,Easy,OS,Thread Management
Analyze real-world applications of Thread Management,10,Hard,OS,Thread Management
Define Segmentation,2,Easy,OS,Segmentation
Justify the need for Segmentation,10,Hard,OS,Segmentation
Define Disk Scheduling,2,Easy,OS,Disk Scheduling
Analyze real-world applications of Disk Scheduling,10,Hard,OS,Disk Scheduling
List the applications of Deadlock,2,Easy,OS,Deadlock
Explain Deadlock in detail,10,Hard,OS,Deadlock
What is Inter Process Communication,2,Easy,OS,Inter Process Communication
Describe the working of Inter Process Communication,10,Hard,OS,Inter Process Communication
What is Multitasking,2,Easy,OS,Multitasking
Explain Multitasking in detail,10,Hard,OS,Multitasking
State the features of Memory Management,2,Easy,OS,Memory Management
Describe the working of Memory Management,10,Hard,OS,Memory Management
Name the advantages of Kernel,2,Easy,OS,Kernel
Describe the working of Kernel,10,Hard,OS,Kernel
Define Mutex,2,Easy,OS,Mutex
Compare different approaches in Mutex,10,Hard,OS,Mutex
Name the advantages of CPU Scheduling,2,Easy,OS,CPU Scheduling
Explain challenges in CPU Scheduling,10,Hard,OS,CPU Scheduling
Define Segmentation,2,Easy,OS,Segmentation
Discuss advantages and limitations of Segmentation,10,Hard,OS,Segmentation
List the applications of Operating System,2,Easy,OS,Operating System
Justify the need for Operating System,10,Hard,OS,Operating System
State the features of Protection Mechanisms,2,Easy,OS,Protection Mechanisms
Analyze real-world applications of Protection Mechanisms,10,Hard,OS,Protection Mechanisms
Define Resource Allocation,2,Easy,OS,Resource Allocation
Analyze real-world applications of Resource Allocation,10,Hard,OS,Resource Allocation
Define Process Management,2,Easy,OS,Process Management
Discuss advantages and limitations of Process Management,10,Hard,OS,Process Management
State the features of Deadlock,2,Easy,OS,Deadlock
Compare different approaches in Deadlock,10,Hard,OS,Deadlock
Define Deadlock,2,Easy,OS,Deadlock
Discuss the architecture of Deadlock,10,Hard,OS,Deadlock
List the applications of Kernel,2,Easy,OS,Kernel
Explain challenges in Kernel,10,Hard,OS,Kernel
Name the advantages of Multitasking,2,Easy,OS,Multitasking
Discuss advantages and limitations of Multitasking,10,Hard,OS,Multitasking
List the applications of Inter Process Communication,2,Easy,OS,Inter Process Communication
Evaluate the performance of Inter Process Communication,10,Hard,OS,Inter Process Communication
Name the advantages of Disk Scheduling,2,Easy,OS,Disk Scheduling
Analyze the importance of Disk Scheduling,10,Hard,OS,Disk Scheduling
List the applications of Thread Management,2,Easy,OS,Thread Management
Analyze real-world applications of Thread Management,10,Hard,OS,Thread Management
What is Deadlock,2,Easy,OS,Deadlock
Compare different approaches in Deadlock,10,Hard,OS,Deadlock
State the features of Process Management,2,Easy,OS,Process Management
Analyze real-world applications of Process Management,10,Hard,OS,Process Management
What is Protection Mechanisms,2,Easy,OS,Protection Mechanisms
Analyze real-world applications of Protection Mechanisms,10,Hard,OS,Protection Mechanisms
What is Synchronization,2,Easy,OS,Synchronization
Evaluate the performance of Synchronization,10,Hard,OS,Synchronization
Define Paging,2,Easy,OS,Paging
Compare different approaches in Paging,10,Hard,OS,Paging
Define Mutex,2,Easy,OS,Mutex
Describe the working of Mutex,10,Hard,OS,Mutex
List the applications of Paging,2,Easy,OS,Paging
Analyze the importance of Paging,10,Hard,OS,Paging
State the features of System Calls,2,Easy,OS,System Calls
Describe the working of System Calls,10,Hard,OS,System Calls
Name the advantages of System Calls,2,Easy,OS,System Calls
Discuss the architecture of System Calls,10,Hard,OS,System Calls
Define Kernel,2,Easy,OS,Kernel
Discuss advantages and limitations of Kernel,10,Hard,OS,Kernel
What is CPU Scheduling,2,Easy,OS,CPU Scheduling
Evaluate the performance of CPU Scheduling,10,Hard,OS,CPU Scheduling
List the applications of Operating System,2,Easy,OS,Operating System
Compare different approaches in Operating System,10,Hard,OS,Operating System
List the applications of Deadlock,2,Easy,OS,Deadlock
Discuss advantages and limitations of Deadlock,10,Hard,OS,Deadlock
Define Thread Management,2,Easy,OS,Thread Management
Explain Thread Management in detail,10,Hard,OS,Thread Management
List the applications of Mutex,2,Easy,OS,Mutex
Analyze real-world applications of Mutex,10,Hard,OS,Mutex
Define Segmentation,2,Easy,OS,Segmentation
Explain Segmentation in detail,10,Hard,OS,Segmentation
List the applications of Kernel,2,Easy,OS,Kernel
Justify the need for Kernel,10,Hard,OS,Kernel
List the applications of Multitasking,2,Easy,OS,Multitasking
Analyze real-world applications of Multitasking,10,Hard,OS,Multitasking
List the applications of Inter Process Communication,2,Easy,OS,Inter Process Communication
Discuss advantages and limitations of Inter Process Communication,10,Hard,OS,Inter Process Communication
What is File Systems,2,Easy,OS,File Systems
Evaluate the performance of File Systems,10,Hard,OS,File Systems
State the features of Semaphores,2,Easy,OS,Semaphores
Analyze real-world applications of Semaphores,10,Hard,OS,Semaphores
List the applications of File Systems,2,Easy,OS,File Systems
Describe the working of File Systems,10,Hard,OS,File Systems
What is Segmentation,2,Easy,OS,Segmentation
Describe the working of Segmentation,10,Hard,OS,Segmentation
Name the advantages of Memory Management,2,Easy,OS,Memory Management
Discuss advantages and limitations of Memory Management,10,Hard,OS,Memory Management
Define Disk Scheduling,2,Easy,OS,Disk Scheduling
Discuss the architecture of Disk Scheduling,10,Hard,OS,Disk Scheduling
Define Memory Management,2,Easy,OS,Memory Management
Analyze the importance of Memory Management,10,Hard,OS,Memory Management
Name the advantages of Paging,2,Easy,OS,Paging
Describe the working of Paging,10,Hard,OS,Paging
What is Memory Management,2,Easy,OS,Memory Management
Compare different approaches in Memory Management,10,Hard,OS,Memory Management
List the applications of Kernel,2,Easy,OS,Kernel
Explain Kernel in detail,10,Hard,OS,Kernel
State the features of System Calls,2,Easy,OS,System Calls
Justify the need for System Calls,10,Hard,OS,System Calls
What is Synchronization,2,Easy,OS,Synchronization
Explain Synchronization in detail,10,Hard,OS,Synchronization
State the features of Memory Management,2,Easy,OS,Memory Management
Compare different approaches in Memory Management,10,Hard,OS,Memory Management
What is System Calls,2,Easy,OS,System Calls
Analyze real-world applications of System Calls,10,Hard,OS,System Calls
Name the advantages of Semaphores,2,Easy,OS,Semaphores
Justify the need for Semaphores,10,Hard,OS,Semaphores
Name the advantages of System Calls,2,Easy,OS,System Calls
Justify the need for System Calls,10,Hard,OS,System Calls
Name the advantages of Virtual Memory,2,Easy,OS,Virtual Memory
Analyze the importance of Virtual Memory,10,Hard,OS,Virtual Memory
Define Segmentation,2,Easy,OS,Segmentation
Describe the working of Segmentation,10,Hard,OS,Segmentation
Define Disk Scheduling,2,Easy,OS,Disk Scheduling
Discuss the architecture of Disk Scheduling,10,Hard,OS,Disk Scheduling
State the features of Inter Process Communication,2,Easy,OS,Inter Process Communication
Explain challenges in Inter Process Communication,10,Hard,OS,Inter Process Communication
Define Mutex,2,Easy,OS,Mutex
Discuss the architecture of Mutex,10,Hard,OS,Mutex
State the features of Operating System,2,Easy,OS,Operating System
Describe the working of Operating System,10,Hard,OS,Operating System
What is System Calls,2,Easy,OS,System Calls
Explain System Calls in detail,10,Hard,OS,System Calls
List the applications of Memory Management,2,Easy,OS,Memory Management
Explain Memory Management in detail,10,Hard,OS,Memory Management
State the features of Segmentation,2,Easy,OS,Segmentation
Analyze real-world applications of Segmentation,10,Hard,OS,Segmentation
Define Deadlock,2,Easy,OS,Deadlock
Discuss advantages and limitations of Deadlock,10,Hard,OS,Deadlock
List the applications of File Systems,2,Easy,OS,File Systems
Discuss advantages and limitations of File Systems,10,Hard,OS,File Systems
Define Protection Mechanisms,2,Easy,OS,Protection Mechanisms
Explain challenges in Protection Mechanisms,10,Hard,OS,Protection Mechanisms
Name the advantages of Resource Allocation,2,Easy,OS,Resource Allocation
Discuss the architecture of Resource Allocation,10,Hard,OS,Resource Allocation
What is Memory Management,2,Easy,OS,Memory Management
Discuss advantages and limitations of Memory Management,10,Hard,OS,Memory Management
List the applications of File Systems,2,Easy,OS,File Systems
Evaluate the performance of File Systems,10,Hard,OS,File Systems
Define Process Management,2,Easy,OS,Process Management
Explain Process Management in detail,10,Hard,OS,Process Management
Define Disk Scheduling,2,Easy,OS,Disk Scheduling
Analyze the importance of Disk Scheduling,10,Hard,OS,Disk Scheduling
State the features of Operating System,2,Easy,OS,Operating System
Compare different approaches in Operating System,10,Hard,OS,Operating System
What is Resource Allocation,2,Easy,OS,Resource Allocation
Evaluate the performance of Resource Allocation,10,Hard,OS,Resource Allocation
Name the advantages of Operating System,2,Easy,OS,Operating System
Discuss the architecture of Operating System,10,Hard,OS,Operating System
State the features of Synchronization,2,Easy,OS,Synchronization
Describe the working of Synchronization,10,Hard,OS,Synchronization
What is Memory Management,2,Easy,OS,Memory Management
Justify the need for Memory Management,10,Hard,OS,Memory Management
What is System Calls,2,Easy,OS,System Calls
Compare different approaches in System Calls,10,Hard,OS,System Calls
State the features of Memory Management,2,Easy,OS,Memory Management
Analyze real-world applications of Memory Management,10,Hard,OS,Memory Management
Name the advantages of Inter Process Communication,2,Easy,OS,Inter Process Communication
Justify the need for Inter Process Communication,10,Hard,OS,Inter Process Communication
Name the advantages of Kernel,2,Easy,OS,Kernel
Compare different approaches in Kernel,10,Hard,OS,Kernel
Name the advantages of Process Management,2,Easy,OS,Process Management
Evaluate the performance of Process Management,10,Hard,OS,Process Management
Define Virtual Memory,2,Easy,OS,Virtual Memory
Compare different approaches in Virtual Memory,10,Hard,OS,Virtual Memory
What is Kernel,2,Easy,OS,Kernel
Describe the working of Kernel,10,Hard,OS,Kernel
List the applications of File Systems,2,Easy,OS,File Systems
Analyze the importance of File Systems,10,Hard,OS,File Systems
What is Kernel,2,Easy,OS,Kernel
Describe the working of Kernel,10,Hard,OS,Kernel
What is Virtual Memory,2,Easy,OS,Virtual Memory
Justify the need for Virtual Memory,10,Hard,OS,Virtual Memory
List the applications of Virtual Memory,2,Easy,OS,Virtual Memory
Explain Virtual Memory in detail,10,Hard,OS,Virtual Memory
State the features of Kernel,2,Easy,OS,Kernel
Discuss advantages and limitations of Kernel,10,Hard,OS,Kernel
Name the advantages of Thread Management,2,Easy,OS,Thread Management
